dataset	model	run	windows_size	strategy	mask_ratio	epochs	learning_rate	batch	precision	recall	f1
conll2003	FacebookAI/roberta-base	1	3	outside	0.1	7	5e-06	16	0.917338003502627	0.9274079320113314	0.9223454833597464
conll2003	FacebookAI/roberta-base	2	3	outside	0.1	7	5e-06	16	0.9163610965601536	0.9291784702549575	0.9227252747252747
conll2003	FacebookAI/roberta-base	1	3	outside	0.2	7	5e-06	16	0.9141361256544502	0.9274079320113314	0.9207242046053787
conll2003	FacebookAI/roberta-base	2	3	outside	0.2	7	5e-06	16	0.9144403701763576	0.9272308781869688	0.9207912087912087
conll2003	FacebookAI/roberta-base	1	3	outside	0.3	7	5e-06	16	0.9127177700348432	0.927584985835694	0.9200913242009132
conll2003	FacebookAI/roberta-base	2	3	outside	0.3	7	5e-06	16	0.9146596858638744	0.9279390934844193	0.9212515380558974
conll2003	FacebookAI/roberta-base	1	3	outside	0.4	7	5e-06	16	0.9148936170212766	0.9288243626062322	0.9218063609207521
conll2003	FacebookAI/roberta-base	2	3	outside	0.4	7	5e-06	16	0.9141061452513967	0.9270538243626062	0.920534458509142
conll2003	FacebookAI/roberta-base	1	3	outside	0.5	7	5e-06	16	0.9140216253923963	0.9279390934844193	0.9209277807063785
conll2003	FacebookAI/roberta-base	2	3	outside	0.5	7	5e-06	16	0.9124737945492662	0.9247521246458924	0.9185719310587407
conll2003	FacebookAI/roberta-base	1	3	outside	0.6	7	5e-06	16	0.9133310128785241	0.9291784702549575	0.9211865894330349
conll2003	FacebookAI/roberta-base	2	3	outside	0.6	7	5e-06	16	0.9143206854345165	0.925814447592068	0.9200316706254948
conll2003	FacebookAI/roberta-base	1	3	outside	0.7	7	5e-06	16	0.9091543156059285	0.9231586402266289	0.9161029605552138
conll2003	FacebookAI/roberta-base	2	3	outside	0.7	7	5e-06	16	0.9124978211608855	0.9268767705382436	0.919631093544137
conll2003	FacebookAI/roberta-base	1	3	outside	0.8	7	5e-06	16	0.9137480397281756	0.9284702549575071	0.9210503205409677
conll2003	FacebookAI/roberta-base	2	3	outside	0.8	7	5e-06	16	0.9091226234083377	0.9228045325779037	0.915912485721817
conll2003	FacebookAI/roberta-base	1	3	outside	0.9	7	5e-06	16	0.9153550192374956	0.9266997167138811	0.9209924335738167
conll2003	FacebookAI/roberta-base	2	3	outside	0.9	7	5e-06	16	0.9123756327456799	0.9254603399433428	0.9188714072251032
conll2003	FacebookAI/roberta-base	1	3	outside	1.0	7	5e-06	16	0.9122317222125284	0.9256373937677054	0.9188856665787855
conll2003	FacebookAI/roberta-base	2	3	outside	1.0	7	5e-06	16	0.9137508747375788	0.9247521246458924	0.91921858500528
conll2003	FacebookAI/xlm-roberta-base	1	1	windows	0.01	5	3e-05	16	0.9094563887432268	0.9212110481586402	0.9152959802972996
conll2003	FacebookAI/xlm-roberta-base	2	1	windows	0.01	5	3e-05	16	0.9092339979013642	0.9205028328611898	0.9148337145873658
conll2003	FacebookAI/xlm-roberta-base	1	1	windows	0.03	5	3e-05	16	0.9054361125677329	0.9171388101983002	0.9112498900518955
conll2003	FacebookAI/xlm-roberta-base	2	1	windows	0.03	5	3e-05	16	0.9031413612565445	0.9162535410764873	0.9096502021444894
conll2003	FacebookAI/xlm-roberta-base	1	1	windows	0.05	5	3e-05	16	0.9057692307692308	0.9173158640226629	0.911505981703026
conll2003	FacebookAI/xlm-roberta-base	2	1	windows	0.05	5	3e-05	16	0.9030514385353096	0.9169617563739377	0.9099534393393657
conll2003	FacebookAI/xlm-roberta-base	1	1	windows	0.05	5	3e-05	16	0.9057132842621801	0.9150141643059491	0.9103399682931126
conll2003	FacebookAI/xlm-roberta-base	2	1	windows	0.05	5	3e-05	16	0.9074365704286964	0.9182011331444759	0.9127871160785004
conll2003	FacebookAI/xlm-roberta-base	1	1	windows	0.1	5	3e-05	16	0.9038360483447189	0.9135977337110481	0.908690675354407
conll2003	FacebookAI/xlm-roberta-base	2	1	windows	0.1	5	3e-05	16	0.9048870204939569	0.9146600566572238	0.9097472924187726
conll2003	FacebookAI/xlm-roberta-base	1	1	windows	0.2	5	3e-05	16	0.9078486334968465	0.9174929178470255	0.9126452976400141
conll2003	FacebookAI/xlm-roberta-base	2	1	windows	0.2	5	3e-05	16	0.905686789151356	0.9164305949008499	0.9110270175129807
conll2003	FacebookAI/xlm-roberta-base	1	1	windows	0.3	5	3e-05	16	0.9076923076923077	0.9192634560906515	0.9134412385643912
conll2003	FacebookAI/xlm-roberta-base	2	1	windows	0.3	5	3e-05	16	0.9128521126760564	0.9180240793201133	0.9154307909604521
conll2003	FacebookAI/xlm-roberta-base	1	1	windows	0.4	5	3e-05	16	0.9066830380634976	0.9151912181303116	0.9109172614327253
conll2003	FacebookAI/xlm-roberta-base	2	1	windows	0.4	5	3e-05	16	0.9034640407947951	0.9097025495750708	0.9065725628584033
conll2003	FacebookAI/xlm-roberta-base	1	1	windows	0.5	5	3e-05	16	0.9083377401727482	0.9123583569405099	0.9103436092218002
conll2003	FacebookAI/xlm-roberta-base	2	1	windows	0.5	5	3e-05	16	0.9109818438216112	0.9150141643059491	0.9129935518063775
conll2003	FacebookAI/xlm-roberta-base	1	1	windows	0.6	5	3e-05	16	0.9034592304977056	0.9063385269121813	0.9048965882976843
conll2003	FacebookAI/xlm-roberta-base	2	1	windows	0.6	5	3e-05	16	0.9079131652661064	0.9182011331444759	0.9130281690140845
conll2003	FacebookAI/xlm-roberta-base	1	1	windows	0.7	5	3e-05	16	0.902839005466408	0.9065155807365439	0.9046735577347822
conll2003	FacebookAI/xlm-roberta-base	2	1	windows	0.7	5	3e-05	16	0.9024132464329752	0.9070467422096318	0.9047240618101546
conll2003	FacebookAI/xlm-roberta-base	1	1	windows	0.8	5	3e-05	16	0.9039758608448705	0.9017351274787535	0.9028541038822904
conll2003	FacebookAI/xlm-roberta-base	2	1	windows	0.8	5	3e-05	16	0.9082503556187767	0.9043909348441926	0.9063165365507452
conll2003	FacebookAI/xlm-roberta-base	1	1	windows	0.9	5	3e-05	16	0.894793152639087	0.8884560906515581	0.8916133617626155
conll2003	FacebookAI/xlm-roberta-base	2	1	windows	0.9	5	3e-05	16	0.8846562721474132	0.8840297450424929	0.8843428976266383
conll2003	FacebookAI/xlm-roberta-base	1	1	windows	1.0	5	3e-05	16	0.6802218114602587	0.13031161473087818	0.2187221396731055
conll2003	FacebookAI/xlm-roberta-base	2	1	windows	1.0	5	3e-05	16	0.7939793038570084	0.14943342776203966	0.25152734316793324
conll2003	FacebookAI/xlm-roberta-base	1	1	outside	0.01	5	3e-05	16	0.9063154221912073	0.9197946175637394	0.9130052724077329
conll2003	FacebookAI/xlm-roberta-base	2	1	outside	0.01	5	3e-05	16	0.9057097957045573	0.9183781869688386	0.9119999999999999
conll2003	FacebookAI/xlm-roberta-base	1	1	outside	0.03	5	3e-05	16	0.9070294784580499	0.9206798866855525	0.9138037079342765
conll2003	FacebookAI/xlm-roberta-base	2	1	outside	0.03	5	3e-05	16	0.9096480476273857	0.9197946175637394	0.914693194823488
conll2003	FacebookAI/xlm-roberta-base	1	1	outside	0.05	5	3e-05	16	0.9041119860017498	0.9148371104815864	0.909442928804013
conll2003	FacebookAI/xlm-roberta-base	2	1	outside	0.05	5	3e-05	16	0.906610703043022	0.9178470254957507	0.9121942635931727
conll2003	FacebookAI/xlm-roberta-base	1	1	outside	0.05	5	3e-05	16	0.905568161982894	0.9185552407932012	0.9120154698075064
conll2003	FacebookAI/xlm-roberta-base	2	1	outside	0.05	5	3e-05	16	0.9075821104122991	0.9197946175637394	0.9136475553992262
conll2003	FacebookAI/xlm-roberta-base	1	1	outside	0.1	5	3e-05	16	0.9048364648573417	0.9208569405099151	0.9127764127764127
conll2003	FacebookAI/xlm-roberta-base	2	1	outside	0.1	5	3e-05	16	0.9075174825174825	0.9190864022662889	0.9132653061224489
conll2003	FacebookAI/xlm-roberta-base	1	1	outside	0.2	5	3e-05	16	0.9072778166550035	0.9182011331444759	0.9127067933826117
conll2003	FacebookAI/xlm-roberta-base	2	1	outside	0.2	5	3e-05	16	0.9089956331877729	0.9213881019830028	0.9151499164688297
conll2003	FacebookAI/xlm-roberta-base	1	1	outside	0.3	5	3e-05	16	0.9106018194541637	0.9215651558073654	0.9160506863780358
conll2003	FacebookAI/xlm-roberta-base	2	1	outside	0.3	5	3e-05	16	0.9068062827225131	0.919971671388102	0.9133415362981191
